Matrix_Index,Link_ID
370,1220018300
371,1220018404
372,1220018405
373,1220018406
374,1220018407
375,1220018408
376,1220018503
377,1220018505
378,1220018506
379,1220018507
380,1220018508
381,1220018601
382,1220018602
383,1220018701
384,1220018702
385,1220018802
386,1220018803
387,1220018902
388,1220018903
389,1220019002
390,1220019003
391,1220019004
392,1220019102
393,1220019103
394,1220019104
395,1220019200
396,1220019300
397,1220019401
398,1220019402
399,1220019501
400,1220019502
401,1220019601
402,1220019602
403,1220019603
404,1220019701
405,1220019702
406,1220019703
407,1220019801
408,1220019802
409,1220019901
410,1220019902
411,1220020402
412,1220020403
413,1220020404
414,1220020405
415,1220020502
416,1220020503
417,1220020504
418,1220020505
419,1220020600
420,1220020700
421,1220020801
422,1220020802
423,1220020803
424,1220020901
425,1220020902
426,1220020903
427,1220021101
428,1220021102
429,1220021103
430,1220021202
431,1220021203
432,1220021301
433,1220021302
434,1220021401
435,1220021402
436,1220021403
437,1220021404
438,1220021501
439,1220021502
440,1220021503
441,1220021504
442,1220021600
443,1220021700
444,1220021801
445,1220021802
446,1220021902
447,1220021903
448,1220022200
449,1220022300
450,1220022501
451,1220022503
452,1220022504
453,1220022505
454,1220022601
455,1220022603
456,1220022604
457,1220022605
458,1220022700
459,1220022901
460,1220022902
461,1220023001
462,1220023002
463,1220023101
464,1220023102
465,1220023103
466,1220023104
467,1220023201
468,1220023202
469,1220023203
470,1220023204
471,1220023302
472,1220023402
473,1220023801
474,1220023802
475,1220023901
476,1220023902
477,1220024001
478,1220024002
479,1220024003
480,1220024101
481,1220024102
482,1220024103
483,1220024203
484,1220024204
485,1220024205
486,1220024302
487,1220024304
488,1220024305
489,1220024400
490,1220024500
491,1220024601
492,1220024602
493,1220024701
494,1220024702
495,1220024801
496,1220024802
497,1220024803
498,1220024901
499,1220024902
500,1220024903
501,1220025102
502,1220025103
503,1220025201
504,1220025202
505,1220025203
506,1220025301
507,1220025302
508,1220025303
509,1220025401
510,1220025402
511,1220025403
512,1220025501
513,1220025502
514,1220025503
515,1220025601
516,1220025602
517,1220025701
518,1220025702
519,1220025801
520,1220025802
521,1220025803
522,1220025804
523,1220025901
524,1220025902
525,1220025903
526,1220025904
527,1220026002
528,1220026003
529,1220026004
530,1220026005
531,1220026102
532,1220026103
533,1220026104
534,1220026105
535,1220026201
536,1220026202
537,1220026203
538,1220026301
539,1220026302
540,1220026303
541,1220026400
542,1220026500
543,1220026601
544,1220026602
545,1220026603
546,1220026701
547,1220026702
548,1220026703
549,1220026801
550,1220026802
551,1220026803
552,1220026804
553,1220026901
554,1220026902
555,1220026903
556,1220026904
557,1220027001
558,1220027002
559,1220027101
560,1220027102
561,1220027201
562,1220027202
563,1220027203
564,1220027301
565,1220027302
566,1220027303
567,1220027401
568,1220027402
569,1220027403
570,1220027404
571,1220027501
572,1220027502
573,1220027503
574,1220027504
575,1220027601
576,1220027602
577,1220027603
578,1220027701
579,1220027702
580,1220027703
581,1220027901
582,1220027902
583,1220027903
584,1220028002
585,1220028003
586,1220028004
587,1220028005
588,1220028102
589,1220028103
590,1220028104
591,1220028105
592,1220028201
593,1220028202
594,1220028301
595,1220028302
596,1220028401
597,1220028402
598,1220028501
599,1220028502
600,1220028802
601,1220028803
602,1220028902
603,1220028903
604,1220029001
605,1220029002
606,1220029003
607,1220029102
608,1220029103
609,1220029104
610,1220029201
611,1220029202
612,1220029301
613,1220029302
614,1220029400
615,1220029500
616,1220029601
617,1220029602
618,1220029701
619,1220029702
620,1220029802
621,1220029803
622,1220029804
623,1220029805
624,1220029901
625,1220029902
626,1220029903
627,1220029904
628,1220030001
629,1220030002
630,1220030003
631,1220030101
632,1220030102
633,1220030103
634,1220030402
635,1220030403
636,1220030404
637,1220030405
638,1220030406
639,1220030407
640,1220030502
641,1220030503
642,1220030504
643,1220030505
644,1220030506
645,1220030507
646,1220030701
647,1220030702
648,1220030703
649,1220030801
650,1220030802
651,1220030901
652,1220030902
653,1220031001
654,1220031002
655,1220031003
656,1220031004
657,1220031005
658,1220031101
659,1220031102
660,1220031103
661,1220031104
662,1220031105
663,1220031201
664,1220031202
665,1220031301
666,1220031302
667,1220031402
668,1220031403
669,1220031404
670,1220031502
671,1220031503
672,1220031504
673,1220031600
674,1220031700
675,1220031801
676,1220031802
677,1220031803
678,1220031804
679,1220031901
680,1220031902
681,1220031903
682,1220031904
683,1220032001
684,1220032002
685,1220032003
686,1220032101
687,1220032102
688,1220032103
689,1220032201
690,1220032202
691,1220032203
692,1220032204
693,1220032301
694,1220032302
695,1220032303
696,1220032304
697,1220032603
698,1220032604
699,1220032605
700,1220032606
701,1220032607
702,1220032703
703,1220032704
704,1220032705
705,1220032706
706,1220032707
707,1220032801
708,1220032802
709,1220032803
710,1220032804
711,1220032805
712,1220032901
713,1220032902
714,1220032903
715,1220032904
716,1220032905
717,1220033001
718,1220033002
719,1220033003
720,1220033004
721,1220033101
722,1220033102
723,1220033103
724,1220033104
725,1220033201
726,1220033202
727,1220033301
728,1220033302
729,1220033401
730,1220033402
731,1220033403
732,1220033501
733,1220033502
734,1220033503
735,1220033602
736,1220033603
737,1220033701
738,1220033702
739,1220033800
740,1220033900
741,1220034001
742,1220034002
743,1220034101
744,1220034102
745,1220034202
746,1220034203
747,1220034204
748,1220034302
749,1220034303
750,1220034304
751,1220034402
752,1220034404
753,1220034405
754,1220034406
755,1220034407
756,1220034502
757,1220034504
758,1220034505
759,1220034506
760,1220034507
761,1220034601
762,1220034602
763,1220034603
764,1220034701
765,1220034702
766,1220034703
767,1220034801
768,1220034802
769,1220034803
770,1220034804
771,1220034901
772,1220034902
773,1220034903
774,1220034904
775,1220035001
776,1220035002
777,1220035003
778,1220035004
779,1220035101
780,1220035102
781,1220035103
782,1220035104
783,1220035202
784,1220035203
785,1220035204
786,1220035205
787,1220035302
788,1220035303
789,1220035304
790,1220035305
791,1220035401
792,1220035402
793,1220035403
794,1220035404
795,1220035501
796,1220035502
797,1220035503
798,1220035504
799,1220035600
800,1220035700
801,1220035801
802,1220035802
803,1220035803
804,1220035804
805,1220035901
806,1220035902
807,1220035903
808,1220035904
809,1220036002
810,1220036003
811,1220036004
812,1220036005
813,1220036101
814,1220036102
815,1220036103
816,1220036104
817,1220036201
818,1220036202
819,1220036203
820,1220036204
821,1220036205
822,1220036206
823,1220036301
824,1220036303
825,1220036304
826,1220036305
827,1220036306
828,1220036400
829,1220036500
830,1220036601
831,1220036602
832,1220036703
833,1220036704
834,1220036801
835,1220036802
836,1220036901
837,1220036902
838,1220037201
839,1220037202
840,1220037203
841,1220037301
842,1220037302
843,1220037303
844,1220037600
845,1220037700
846,1220037800
847,1220037900
848,1220038001
849,1220038002
850,1220038101
851,1220038102
852,1220038200
853,1220038300
854,1220038401
855,1220038402
856,1220038403
857,1220038404
858,1220038501
859,1220038502
860,1220038503
861,1220038504
862,1220039200
863,1220039300
864,1220039400
865,1220039500
866,1220039600
867,1220039700
868,1220039800
869,1220039900
870,1220040000
871,1220040300
872,1220040400
873,1220040500
874,1220040600
875,1220040700
876,1220040800
877,1220040901
878,1220040902
879,1220041001
880,1220041002
881,1220041100
882,1220041200
883,1220041400
884,1220041500
885,1220041600
886,1220041700
887,1220041800
888,1220041900
889,1220042000
890,1220042100
891,1220042200
892,1220042300
893,1220042400
894,1220042500
895,1220043000
896,1220043100
897,1220043200
898,1220043300
899,1220043400
900,1220043500
901,1220043600
902,1220043700
903,1220043801
904,1220043802
905,1220043901
906,1220043902
907,1220044000
908,1220044100
909,1220044200
910,1220044300
911,1220044400
912,1220044500
913,1220044600
914,1220044700
915,1220044801
916,1220044803
917,1220044804
918,1220044902
919,1220044903
920,1220044904
921,1220045000
922,1220045100
923,1220045200
924,1220045400
925,1220045500
926,1220046000
927,1220046100
928,1220046202
929,1220046301
930,1220046500
931,1220046600
932,1220046700
933,1220046800
934,1220046900
935,1220047000
936,1220047100
937,1220047200
938,1220047300
939,1220047400
940,1220047500
941,1220047600
942,1220047700
943,1220047800
944,1220047900
945,1220048000
946,1220048100
947,1220048400
948,1220048500
949,1220048600
950,1220048700
951,1220048800
952,1220048900
953,1220049000
954,1220049100
955,1220049200
956,1220049300
957,1220049400
958,1220049500
959,1220049700
960,1220049800
961,1220050101
962,1220050103
963,1220050105
964,1220050106
965,1220050202
966,1220050204
967,1220050205
968,1220050206
969,1220050300
970,1220050400
971,1220050500
972,1220050600
973,1220050700
974,1220050800
975,1220050900
976,1220051000
977,1220051100
978,1220051200
979,1220051300
980,1220051400
981,1220051500
982,1220051600
983,1220051700
984,1220051801
985,1220051802
986,1220051901
987,1220051902
988,1220052000
989,1220052100
990,1220052200
991,1220052300
992,1220052400
993,1220052502
994,1220052503
995,1220052504
996,1220052601
997,1220052603
998,1220052604
999,1220052700
1000,1220052800
1001,1220052900
1002,1220053100
1003,1220053200
1004,1220053300
1005,1220053400
1006,1220053500
1007,1220053700
1008,1220053800
1009,1220053900
1010,1220054000
1011,1220054100
1012,1220054200
1013,1220054300
1014,1220054400
1015,1220054500
1016,1220054600
1017,1220054700
1018,1220054800
1019,1220054900
1020,1220055000
1021,1220055100
1022,1220055200
1023,1220055300
1024,1220055400
1025,1220055500
1026,1220055600
1027,1220055700
1028,1220055800
1029,1220056000
1030,1220056100
1031,1220056200
1032,1220056300
1033,1220056400
1034,1220056500
1035,1220056600
1036,1220056700
1037,1220056800
1038,1220056900
1039,1220057000
1040,1220057100
1041,1220057200
1042,1220057300
1043,1220057400
1044,1220057500
1045,1220057600
1046,1220057700
1047,1220057800
1048,1220057900
1049,1220058000
1050,1220058100
1051,1220058200
1052,1220058300
1053,1220058400
1054,1220058500
1055,1220058600
1056,1220058700
1057,1220058901
1058,1220058904
1059,1220059002
1060,1220059003
1061,1220059100
1062,1220059200
1063,1220059300
1064,1220059400
1065,1220059500
1066,1220059600
1067,1220059700
1068,1220059800
1069,1220059900
1070,1220060000
1071,1220060100
1072,1220060201
1073,1220060202
1074,1220060301
1075,1220060302
1076,1220060701
1077,1220060702
1078,1220060801
1079,1220060802
1080,1220061100
1081,1220061200
1082,1220061300
1083,1220061400
1084,1220061500
1085,1220061600
1086,1220061800
1087,1220061900
1088,1220062001
1089,1220062002
1090,1220062101
1091,1220062102
1092,1220062300
1093,1220062400
1094,1220062500
1095,1220062600
1096,1220062701
1097,1220062702
1098,1220062800
1099,1220062900
1100,1220063000
1101,1220063100
1102,1220063200
1103,1220063300
1104,1220063400
1105,1220063500
1106,1220063600
1107,1220063700
1108,1220063800
1109,1220063900
1110,1220064000
1111,1220064100
1112,1220064200
1113,1220064300
1114,1220064400
1115,1220064500
1116,1220064600
1117,1220064700
1118,1220064800
1119,1220064900
1120,1220065000
1121,1220065100
1122,1220065200
1123,1220065300
1124,1220065400
1125,1220065500
1126,1220065600
1127,1220065700
1128,1220065800
1129,1220065900
1130,1220066000
1131,1220066100
1132,1220066200
1133,1220066300
1134,1220066400
1135,1220066500
1136,1220066600
1137,1220066700
1138,1220066800
1139,1220066900
1140,1220067000
1141,1220067100
1142,1220067200
1143,1220067300
1144,1220067400
1145,1220067500
1146,1220067600
1147,1220067700
1148,1220067800
1149,1220067900
1150,1220068000
1151,1220068100
1152,1220068200
1153,1220068300
1154,1220068400
1155,1220068500
1156,1220068600
1157,1220068700
1158,1220068800
1159,1220068900
1160,1220069000
1161,1220069100
1162,1220069201
1163,1220069202
1164,1220069301
1165,1220069302
1166,1220069400
1167,1220069500
1168,1220069600
1169,1220069700
1170,1220069800
1171,1220069900
1172,1220070000
1173,1220070100
1174,1220070200
1175,1220070300
1176,1220070400
1177,1220070500
1178,1220070600
1179,1220070700
1180,1220070800
1181,1220070901
1182,1220070902
1183,1220071001
1184,1220071002
1185,1220071100
1186,1220071200
1187,1220071300
1188,1220071400
1189,1220071500
1190,1220071600
1191,1220071700
1192,1220071800
1193,1220071900
1194,1220072000
1195,1220072100
1196,1220072200
1197,1220072300
1198,1220072400
1199,1220072501
1200,1220072502
1201,1220072601
1202,1220072602
1203,1220072700
1204,1220072800
1205,1220072900
1206,1220073000
1207,1220073100
1208,1220073200
1209,1220073300
1210,1220073400
1211,1220073500
1212,1220073600
1213,1220073700
1214,1220073800
1215,1220074600
1216,1220074700
1217,1220074800
1218,1220074900
1219,1220075000
1220,1220075100
1221,1220075200
1222,1220075300
1223,1220075400
1224,1220075500
1225,1220075600
1226,1220075700
1227,1220075800
1228,1220075900
1229,1220076000
1230,1220076100
1231,1220076200
1232,1220076300
1233,1220076400
1234,1220076500
1235,1220076600
1236,1220076700
1237,1220076900
1238,1220077100
1239,1220077200
1240,1220077500
1241,1220077600
1242,1220077800
1243,1220077900
1244,1220078100
1245,1220078200
1246,1220078300
1247,1220078400
1248,1220078500
1249,1220078600
1250,1220078700
1251,1220078800
1252,1220078900
1253,1220079000
1254,1220079100
1255,1220079200
1256,1220079300
1257,1220079401
1258,1220079402
1259,1220079501
1260,1220079502
1261,1220079600
1262,1220079700
1263,1220079800
1264,1220079900
1265,1220080000
1266,1220080100
1267,1220080200
1268,1220080300
1269,1220080400
1270,1220080500
1271,1220080600
1272,1220080700
1273,1220080801
1274,1220080802
1275,1220080901
1276,1220080902
1277,1220081000
1278,1220081100
1279,1220081200
1280,1220081300
1281,1220081400
1282,1220081500
1283,1220081600
1284,1220081700
1285,1220081801
1286,1220081803
1287,1220081804
1288,1220081902
1289,1220081903
1290,1220081904
1291,1220082000
1292,1220082100
1293,1220082200
1294,1220082300
1295,1220082400
1296,1220082500
1297,1220082600
1298,1220082700
1299,1220082800
1300,1220082900
1301,1220083000
1302,1220083100
1303,1220083200
1304,1220083300
1305,1220083400
1306,1220083500
1307,1220083600
1308,1220083700
1309,1220083800
1310,1220083900
1311,1220084000
1312,1220084100
1313,1220084200
1314,1220084300
1315,1220084400
1316,1220084500
1317,1220084600
1318,1220084700
1319,1220084800
1320,1220084900
1321,1220085000
1322,1220085100
1323,1220085200
1324,1220085300
1325,1220085400
1326,1220085500
1327,1220085602
1328,1220085603
1329,1220085605
1330,1220085606
1331,1220085701
1332,1220085704
1333,1220085705
1334,1220085706
1335,1220085800
1336,1220086000
1337,1220086100
1338,1220086200
1339,1220086300
1340,1220086400
1341,1220086500
1342,1220086601
1343,1220086602
1344,1220086701
1345,1220086702
1346,1220086800
1347,1220086900
1348,1220087001
1349,1220087002
1350,1220087101
1351,1220087102
1352,1220087200
1353,1220087300
1354,1220087500
1355,1220087600
1356,1220087700
1357,1220087800
1358,1220087901
1359,1220087902
1360,1220088000
1361,1220088100
1362,1220088200
1363,1220088300
1364,1220088400
1365,1220088500
1366,1220088600
1367,1220088700
1368,1220088800
1369,1220088900
1370,1220089000
1371,1220089200
1372,1220089300
1373,1220089400
1374,1220089500
1375,1220089600
1376,1220089700
1377,1220089800
1378,1220089900
1379,1220090100
1380,1220090400
1381,1220090500
1382,1220090800
1383,1220090900
1384,1220091000
1385,1220091100
1386,1220091200
1387,1220091300
1388,1220091401
1389,1220091402
1390,1220091501
1391,1220091502
1392,1220091700
1393,1220091800
1394,1220091900
1395,1220092000
1396,1220092400
1397,1220092500
1398,1220092600
1399,1220092700
1400,1220092800
1401,1220092900
1402,1220093002
1403,1220093102
1404,1220093200
1405,1220093300
1406,1220093400
1407,1220093500
1408,1220093600
1409,1220093700
1410,1220093800
1411,1220093900
1412,1220094000
1413,1220094100
1414,1220094200
1415,1220094300
1416,1220094400
1417,1220094500
1418,1220094600
1419,1220094700
1420,1220094800
1421,1220094900
1422,1220095000
1423,1220095100
1424,1220095200
1425,1220095300
1426,1220095400
1427,1220095500
1428,1220095600
1429,1220095700
1430,1220095800
1431,1220095900
1432,1220096000
1433,1220096100
1434,1220096200
1435,1220096300
1436,1220096400
1437,1220096600
1438,1220096700
1439,1220096900
1440,1220097000
1441,1220097100
1442,1220097200
1443,1220097300
1444,1220097400
1445,1220097500
1446,1220097600
1447,1220097700
1448,1220097800
1449,1220097900
1450,1220098000
1451,1220098100
1452,1220098200
1453,1220098300
1454,1220098600
1455,1220098700
1456,1220098800
1457,1220098900
1458,1220099200
1459,1220099300
1460,1220099400
1461,1220099500
1462,1220099600
1463,1220099700
1464,1220100000
1465,1220100100
1466,1220100200
1467,1220100300
1468,1220100500
1469,1220100700
1470,1220100800
1471,1220101300
1472,1220101400
1473,1220101600
1474,1220101700
1475,1220101800
1476,1220101900
1477,1220102000
1478,1220102100
1479,1220102200
1480,1220102300
1481,1220102400
1482,1220102500
1483,1220102800
1484,1220102900
1485,1220103000
1486,1220103100
1487,1220103200
1488,1220103300
1489,1220103400
1490,1220103500
1491,1220103600
1492,1220103700
1493,1220103800
1494,1220104300
1495,1220104400
1496,1220104500
1497,1220104600
1498,1220104700
1499,1220104800
1500,1220104900
1501,1220105000
1502,1220105100
1503,1220105200
1504,1220105300
1505,1220105400
1506,1220105500
1507,1220105600
1508,1220105700
1509,1220105800
1510,1220105900
1511,1220106000
1512,1220106100
1513,1220106200
1514,1220106300
1515,1220106400
1516,1220106500
1517,1220106600
1518,1220106700
1519,1220106800
1520,1220106900
1521,1220107000
1522,1220107100
1523,1220107200
1524,1220107300
1525,1220107400
1526,1220107500
1527,1220107600
1528,1220107700
1529,1220107800
1530,1220107900
1531,1220108000
1532,1220108100
1533,1220108200
1534,1220108300
1535,1220108400
1536,1220108500
1537,1220108600
1538,1220108800
1539,1220108900
1540,1220109000
1541,1220109100
1542,1220109200
1543,1220109300
1544,1220109400
1545,1220109500
1546,1220109600
1547,1220109700
1548,1220109800
1549,1220109900
1550,1220110000
1551,1220110100
1552,1220110200
1553,1220110300
1554,1220110400
1555,1220110500
1556,1220110600
1557,1220110700
1558,1220110800
1559,1220110900
1560,1220111000
1561,1220231800
1562,1220231900
1563,1220306303
1564,1220306306
1565,1220306308
1566,1220306309
1567,1220306310
1568,1220306311
1569,1220306312
1570,1220306404
1571,1220306405
1572,1220306407
1573,1220306409
1574,1220306410
1575,1220306411
1576,1220306412
1577,1220309902
1578,1220309903
1579,1220309904
1580,1220310001
1581,1220310003
1582,1220310004
1583,1220310900
1584,1220311000
1585,1220311700
1586,1220311800
1587,1220319500
1588,1220319600
1589,1220320500
1590,1220320600
1591,1220320700
1592,1220320800
1593,1220320900
1594,1220321000
1595,1220321100
1596,1220321200
1597,1220321300
1598,1220321400
1599,1220321500
1600,1220321600
1601,1220321700
1602,1220321800
1603,1220321900
1604,1220322000
1605,1220322100
1606,1220322200
1607,1220322300
1608,1220322400
1609,1220322500
1610,1220322600
1611,1220322700
1612,1220322800
1613,1220322900
1614,1220323000
1615,1220323100
1616,1220323200
1617,1220323300
1618,1220323400
1619,1220323500
1620,1220323600
1621,1220323700
1622,1220323800
1623,1220323900
1624,1220324000
1625,1220324300
1626,1220324400
1627,1220324500
1628,1220324600
1629,1220324700
1630,1220324800
1631,1220324900
1632,1220325000
1633,1220325100
1634,1220325200
1635,1220325300
1636,1220325400
1637,1220325500
1638,1220325600
1639,1220325700
1640,1220325800
1641,1220325900
1642,1220326000
1643,1220326100
1644,1220326200
1645,1220326300
1646,1220326400
1647,1220326500
1648,1220326600
1649,1220326700
1650,1220326800
1651,1220326900
1652,1220327000
1653,1220327100
1654,1220327200
1655,1220327300
1656,1220327400
1657,1220327500
1658,1220327600
1659,1220327700
1660,1220327800
1661,1220327900
1662,1220328000
1663,1220328100
1664,1220328200
1665,1220328300
1666,1220328400
1667,1220328500
1668,1220328600
1669,1220328700
1670,1220328800
1671,1220328900
1672,1220329000
1673,1220329100
1674,1220329200
1675,1220329300
1676,1220329400
1677,1220329500
1678,1220329600
1679,1220329700
1680,1220329800
1681,1220329900
1682,1220330000
1683,1220330100
1684,1220330200
1685,1220330300
1686,1220330400
1687,1220330500
1688,1220330600
1689,1220330700
1690,1220330800
1691,1220330900
1692,1220331000
1693,1220331100
1694,1220331200
1695,1220331300
1696,1220331400
1697,1220331500
1698,1220331600
1699,1220331700
1700,1220331800
1701,1220331900
1702,1220332000
1703,1220332100
1704,1220332200
1705,1220332300
1706,1220332400
1707,1220332500
1708,1220332600
1709,1220332700
1710,1220332800
1711,1220332900
1712,1220333000
1713,1220333100
1714,1220333200
1715,1220333300
1716,1220333400
1717,1220333500
1718,1220333600
1719,1220333700
1720,1220333800
1721,1220333900
1722,1220334000
1723,1220334100
1724,1220334200
1725,1220334300
1726,1220334400
1727,1220334500
1728,1220334600
1729,1220334700
1730,1220334800
1731,1220334900
1732,1220335000
1733,1220335100
1734,1220335200
1735,1220335300
1736,1220335400
1737,1220335500
1738,1220335600
1739,1220335700
1740,1220335800
1741,1220335900
1742,1220336000
1743,1220336100
1744,1220336200
1745,1220336300
1746,1220336400
1747,1220336500
1748,1220336600
1749,1220336700
1750,1220336800
1751,1220336900
1752,1220337000
1753,1220337100
1754,1220337200
1755,1220337300
1756,1220337400
1757,1220337500
1758,1220337600
1759,1220337700
1760,1220337800
1761,1220337900
1762,1220338000
1763,1220338100
1764,1220338200
1765,1220338300
1766,1220338400
1767,1220338500
1768,1220338600
1769,1220338700
1770,1220338800
1771,1220338900
1772,1220339000
1773,1220339100
1774,1220339200
1775,1220339300
1776,1220339400
1777,1220339500
1778,1220339600
1779,1220339700
1780,1220339800
1781,1220339900
1782,1220340000
1783,1220340100
1784,1220340200
1785,1220340300
1786,1220340400
1787,1220340500
1788,1220340600
1789,1220340700
1790,1220340800
1791,1220340900
1792,1220341000
1793,1220341100
1794,1220341200
1795,1220341300
1796,1220341400
1797,1220341500
1798,1220341600
1799,1220341700
1800,1220341800
1801,1220341900
1802,1220342000
1803,1220342100
1804,1220342200
1805,1220342300
1806,1220342500
1807,1220342600
1808,1220342800
1809,1220342900
1810,1220343000
1811,1220343101
1812,1220343201
1813,1220343301
1814,1220343401
1815,1220343501
1816,1220343601
1817,1220343701
1818,1220343801
1819,1220343901
1820,1220344001
1821,1220344101
1822,1220344201
1823,1220344301
1824,1220344401
1825,1220344501
1826,1220344601
1827,1220344701
1828,1220344801
1829,1220344901
1830,1220345001
1831,1220345101
1832,1220345201
1833,1220345301
1834,1220345401
1835,1220345501
1836,1220345601
1837,1220345701
1838,1220345801
1839,1220345901
1840,1220346001
1841,1220346101
1842,1220346201
1843,1220346301
1844,1220346401
1845,1220346501
1846,1220346601
1847,1220346701
1848,1220346801
1849,1220346901
1850,1220347001
1851,1220347101
1852,1220347201
1853,1220347301
1854,1220347401
1855,1220347501
1856,1220347601
1857,1220347701
1858,1220347801
1859,1220347901
1860,1220348001
1861,1220348101
1862,1220348201
1863,1220348301
1864,1220348401
1865,1220348501
1866,1230004503
1867,1230004600
1868,1230039200
1869,1230039300
1870,1230054900
