,year_avg_velocity
932,32.17050902425268
933,15.559233196966405
934,55.64774706776507
935,19.683496809785673
936,38.45537223321062
937,29.991062162155092
938,35.02410021167116
939,14.093597984421542
940,25.375099143401016
941,19.332830116026695
942,14.713449132825719
943,34.403418104727926
944,24.0549937429498
945,16.980514917949197
946,31.168947752357134
947,13.859445501974056
948,20.136656135606415
949,20.776645993890565
950,55.3781768489005
951,13.898311470836418
952,31.225454370248002
953,23.69569190423904
954,21.508901640176102
955,35.22433524177495
956,22.421883812746756
957,11.417812323745064
958,10.274138113367174
959,30.94143618665976
960,20.888470287721034
961,21.32938301959955
962,14.463127467569091
963,18.298864378609096
964,43.94720072566085
965,14.660074708425453
966,37.84067880939241
967,22.902369568594015
968,23.5275447434513
969,31.047232746741763
970,24.614337906081733
971,11.629269775803722
972,15.573165650429594
973,15.830068210659899
974,26.015029580191037
975,44.21127899393683
976,30.295726571725844
977,31.048225553440496
978,47.350613374059236
979,17.23936207228573
980,33.451170420552536
981,58.84347460166385
982,26.140902123878853
983,19.173124701709177
984,15.315895994974944
985,25.241856509927835
986,54.680290553506595
987,25.352661890157925
988,57.58199436383535
989,18.810131613036972
990,51.139699954201255
991,45.66763134400722
992,26.69578921882298
993,31.724953812256548
994,54.94089375090881
995,54.22790588447756
996,37.65838995695248
997,65.16769593352325
998,33.81546941370999
999,25.222545376351103
1000,29.994238606564284
1001,29.310174183595404
1002,16.380631345177665
1003,33.50663856725806
1004,17.811768542019177
1005,18.851241643725984
1006,16.538625326656852
1007,20.48638234404743
1008,31.0687790820643
1009,48.82613697686709
1010,36.457522663906076
1011,46.811966828821205
1012,16.193739424703892
1013,16.383057406576622
1014,21.508159824635978
1015,28.27075215967375
1016,22.01175657854333
1017,29.05630552116519
1018,58.111602688534944
1019,58.07582064745323
1020,39.964254595503185
1021,20.192734952303763
1022,30.35137082275804
1023,18.21083522179136
1024,15.731639511357978
1025,14.13767810225554
1026,9.870515201566452
1027,21.538241460104146
1028,29.446321004403895
1029,16.541430374894247
1030,16.027640278703803
1031,15.790675232656515
1032,23.667776250866126
1033,25.504609057947665
1034,15.147223544134235
1035,35.680100446895764
1036,33.52580189368715
1037,22.061621380336394
1038,26.772183663012683
1039,17.37949447502743
1040,29.358967350219107
1041,23.873166948674562
1042,33.981755806911615
1043,57.512493686493144
1044,13.9250846299087
1045,26.204440414334044
1046,13.748589960518894
1047,23.40399067077809
1048,15.529634582209708
1049,17.692684167129336
1050,31.466249383107726
1051,17.23216898187163
1052,16.57363354359652
1053,37.602586474044806
1054,29.596118399872324
1055,21.19184478742553
1056,15.60278747179921
1057,9.826568268949677
1058,17.521606290400936
1059,29.841706066701754
1060,18.813887831187156
1061,16.921021050002974
1062,16.015358414410603
1063,13.349212921882712
1064,27.483427040199068
1065,22.30836682177101
1066,34.93990587986464
1067,43.06136880133425
1068,20.08859281330141
1069,30.967614123865634
1070,26.028924437478242
1071,16.558267669763797
1072,9.761497073703342
1073,17.234894095741957
1074,45.98167541641605
1075,13.555727821517918
1076,30.318212863085165
1077,19.36202102721376
1078,19.60926064729556
1079,25.28924315700542
1080,19.414338636317634
1081,13.927350893574653
1082,63.82951872212969
1083,31.06164516356458
1084,18.85583870893673
1085,24.19006486216038
1086,28.1824480929216
1087,24.644872597631466
1088,14.083562062409257
1089,22.096627602789674
1090,21.966010083469104
1091,14.347773018894529
1092,16.03985267376671
1093,19.474982815143825
1094,30.45091288868344
1095,36.810826266612025
1096,78.26390363991227
1097,17.340109935401188
1098,21.434522629859956
1099,35.83591057120644
1100,20.383828603676733
1101,44.95219821574926
1102,8.602474612834692
1103,51.07037210652738
1104,11.927563628031585
1105,29.13332687954545
1106,18.080862323913745
1107,24.055308140272214
1108,17.864125406143696
1109,23.780795080676565
1110,28.594047352747264
1111,16.91115429357022
1112,13.722249985816985
1113,31.29068095147509
1114,28.975833447451517
1115,23.818986366646342
1116,17.940855453327693
1117,15.23643949565683
1118,37.254741257755214
1119,18.08035729285088
1120,31.552880366239854
1121,14.556432423857869
1122,19.578667693936886
1123,30.582284616469263
1124,18.082157692261088
1125,13.804872087886356
1126,27.733008912372107
1127,17.61283727130578
1128,42.59038658593915
1129,17.331901261985337
1130,66.40083176149733
1131,15.528872324797774
1132,16.100950014100395
1133,17.029279070927878
1134,42.256168922729834
1135,53.95065477159288
1136,16.70943882958874
1137,37.37359863556648
1138,17.71587124828289
1139,17.36365884263436
1140,47.04074520104629
1141,21.666712008420856
1142,16.507102112143443
1143,16.085330154152153
1144,16.450205769030575
1145,23.55066401206768
1146,67.27866872582003
1147,27.78377659900405
1148,24.231321624222275
1149,28.647351948608467
1150,29.36971366008795
1151,33.529218661872534
1152,33.10622130177213
1153,118.86007341018049
1154,20.08146627031338
1155,23.898581800121946
1156,26.650986673061418
1157,18.019261927639636
1158,52.3219015483996
1159,19.19143268824027
1160,25.48959188359105
1161,48.78602450349811
1162,25.510378881154328
1163,20.104722282809856
1164,20.350370111266436
1165,11.644269072935531
1166,15.309179797659334
1167,14.778782430908066
1168,24.393628459829298
1169,24.95931154822335
1170,29.07395657078398
1171,26.43913846949165
1172,20.50114880694687
1173,23.043310583881652
1174,49.15754729828724
1175,16.836596515309118
1176,28.030578359398408
1177,19.067992544416242
1178,23.613697652284262
1179,27.920006258771437
1180,45.264948604474014
1181,34.33251595107163
1182,14.356717109142288
1183,15.599002397067117
1184,40.341145643996974
1185,39.025244113085165
1186,17.390329359886138
1187,57.21207339764986
1188,11.529501582025741
1189,15.45849152170731
1190,63.453377944765556
1191,32.72458844472645
1192,13.314470053391476
1193,23.497609542442188
1194,19.508150362121274
1195,28.894872300717633
1196,11.99790392174804
1197,27.578655507560512
1198,13.863887190886022
1199,21.77952166028569
1200,17.201042992881778
1201,20.366252884109077
1202,20.740455795262267
1203,25.213092255309956
1204,23.457096661407935
1205,40.523760628310285
1206,13.508131966373037
1207,20.218484305152096
1208,20.481169662432556
1209,18.566553398773486
1210,14.307133037225043
1211,31.950502459100594
1212,36.83338537501267
1213,23.47557459453103
1214,16.342968740102872
1215,42.881807614502364
1216,23.038498923123655
1217,26.973266532712916
1218,25.284258274997082
1219,16.115763397991355
1220,6.967775331939336
1221,22.36420321047676
1222,31.77338462351946
1223,18.984696290887015
1224,14.32057436724134
1225,24.040362380146643
1226,15.394959087769863
1227,13.343802874328992
1228,15.883838305013434
1229,10.977283848925492
1230,10.662429093104329
1231,22.736772734098224
1232,14.822196332196764
1233,30.776283797744433
1234,27.20858857165066
1235,29.288182537769504
1236,46.72495946652864
1237,20.63830677426204
1238,48.16040521009588
1239,27.881323709504052
1240,14.03142939189431
1241,58.70710508257268
1242,31.029130534404963
1243,19.02834222388012
1244,37.0284924278539
1245,19.91702358291032
1246,31.722821489001692
1247,64.94879609961599
1248,15.835227066960902
1249,16.573709344837
1250,17.940711163963496
1251,23.795876078597583
1252,18.49671108549218
1253,17.31398450891244
1254,21.056395821697755
1255,49.979751720310134
1256,17.570458273933355
1257,16.010299955863974
1258,23.156282471185072
1259,26.168546126914844
1260,38.26295432463515
1261,30.92785295119611
1262,17.525657548382668
1263,61.48542044650883
1264,9.593842533840947
1265,10.099061485071068
1266,14.699271639389838
1267,16.140442570117795
1268,41.40235103084351
1269,25.098223303780337
1270,22.58040529822335
1271,23.92409719778062
1272,17.345468485617598
1273,16.90439143775213
1274,22.18185374028119
1275,13.434643854613501
1276,42.17037504296214
1277,17.25538458826847
1278,35.35512446765502
1279,11.428537436548224
1280,33.131030767433266
1281,24.775792706570783
1282,43.56814780022825
1283,25.182255929429452
1284,22.936854001565365
1285,35.93977454928309
1286,14.740395863850912
1287,16.846795914204055
1288,61.63790783395353
1289,20.01464252934507
1290,22.55983378264572
1291,15.157774605188946
1292,18.74490402918782
1293,29.951473888003484
1294,19.877753380927675
1295,18.008436858149754
1296,45.5008639848239
1297,24.91290688555051
1298,16.71276345981828
1299,18.028462798865718
1300,20.080159152354216
1301,16.694867456288776
1302,25.004681169280747
1303,27.290266563041158
1304,19.59771573604061
1305,9.606178173962382
1306,49.65282995715628
1307,33.64347523077692
1308,8.569543163990208
1309,40.62127000493514
1310,24.958276050479412
1311,18.5557731933938
1312,15.10233054938319
1313,17.00151138606881
1314,15.648049190497574
1315,29.010181089208682
1316,23.262785070842092
1317,22.25473024612487
1318,24.235607794833196
1319,29.683978094196696
1320,14.925743795826284
1321,32.70732508711538
1322,19.81006372304401
1323,26.89271059159969
1324,24.43209285058346
1325,20.103244379154383
1326,30.694468679498026
1327,18.53690811475656
1328,21.001376991680768
1329,24.07542168993232
1330,36.84467057918198
1331,31.662295182814923
1332,21.64290383086659
1333,47.98027801083362
1334,13.208236393119007
1335,11.84121589639129
1336,30.966955667959386
1337,45.87918218192043
1338,35.90493249435984
1339,25.911669421854896
1340,29.629404170191766
1341,35.664103749507035
1342,17.689286039968835
1343,27.879128771855612
1344,13.682044909757472
1345,12.34597137804026
1346,28.333438178340526
1347,35.23514422197767
1348,49.99635924260225
1349,21.234525815013836
1350,36.27454325013825
1351,17.497087800294345
1352,15.626116053908811
1353,16.901859018806675
1354,17.708035903130288
1355,33.41007252890581
1356,34.997600721089235
1357,22.931269388042864
1358,18.768973843767625
1359,22.966313800499794
1360,29.815249959963968
